Word,Positive Score,Negative Score
ਜੀਵਾਣੂ,0.125,0.375
ਨਕੌੜ,0.0,0.0
ਬੇਮੁਹਾਰ,0.0,0.0
ਜਿਠੇਰਾ,0.0,0.0
ਸਥਾਈ,0.22916667,0.4625
ਮੁੱਕਰਨਾ,0.0625,0.0
ਉਚਿਤ,0.42261904,0.1875
ਅਰਵੀ,0.0,0.0
ਕਾਂਜੀਹੌਦ,0.125,0.0
ਇਜਾਰੇਦਾਰੀ,0.0,0.125
ਫੀਤਾ,0.0,0.1875
ਪਚਿਆ,0.75,0.0
ਤੇਜ਼ਵਾਨ,0.3125,0.375
ਉਚਾਰ,0.125,0.0
ਰੰਗ-ਰੂਪ,0.25,0.0625
ਕੀਤੀ,0.0,0.0
ਨੰਗੇਜਵਾਦ,0.0,0.625
ਉੱਗਣਾ,0.1875,0.125
ਫੈਸਲ਼ਾ,0.0,0.0
ਢਿਲਕਣਾ,0.125,0.0
ਚਕੋਤਾ,0.0,0.0
ਦਰਵਣ,0.0,0.125
ਅਰਵਲ,0.0,0.25
ਹਝੋਕਾ,0.125,0.125
ਨਾਮਰਦ,0.3125,0.425
ਉਚਾਣ,0.22916667,0.125
ਇਤਿਹਾਸਕਾਰ,0.0,0.0
ਅਪਣਾਇਆ,0.625,0.0
ਫੁੰਡੀਦਾ,0.0,0.0
ਕਾਊਂਟਰ,0.0,0.5
ਉਚਾਟ,0.25,0.46875
ਉੱਪੜਨਾ,0.125,0.0
ਦਰਸ਼ਕ,0.16666667,0.0
ਅਸ਼ੁੱਧੀ,0.0,0.46875
ਬਿਸਰਾਈ,0.0,0.0
ਹਵਾਂਕਣਾ,0.125,0.25
ਪਚਿਤ,0.375,0.0
ਦਰਸ਼ਨ,0.19642857,0.35
ਗਾਲਬਨ,0.0,0.0
ਪ੍ਰਜਾਤੰਤਰਿਕ,0.3125,0.25
ਝੁਲਸਣਾ,0.22916667,0.328125
ਜਥੇਬੰਦ,0.25,0.25
ਮੰਨ,0.375,0.0
ਮੰਦ,0.0,0.0
ਅਮੀਰਾਨਾ,0.375,0.25
ਖੁਸ਼ਗਵਾਰ,0.5208333,0.3125
ਬਹੁਭੁਜੀ,0.125,0.0
ਫੁਲਦਾਨ,0.0,0.0
ਹਿੰਗੁ,0.0,0.25
ਉਪਗ੍ਰਹਿ,0.0,0.0
ਮੁਸਾਫਰ_ਖਾਨਾ,0.0,0.0
ਮੱਗ,0.0,0.125
ਹਯਾਤੀ,0.0,0.0
ਟਾਂਕ,0.0,0.375
ਉਪਾਸ਼ਨਾ,0.425,0.25
ਚੀਨੀ_ਲਿਪੀ,0.0,0.0
ਟਾਂਗ,0.0,0.0
ਹਿੰਗਲ,0.0,0.0
ਮੱਠ,0.125,0.0
ਮੱਟ,0.125,0.0
ਮੁਸਕਰਾਉਂਦਾ,0.48214287,0.3125
ਮੱਝ,0.0,0.0
ਹਿਮਾਇਤਣ,0.75,0.0
ਟਾਂਟ,0.0,0.0
ਕਰਮੁਕਤ,0.0,0.0
ਟਾਂਡ,0.125,0.20833333
ਅਰਸ਼ੀ,0.125,0.0
ਹਿਮਾਇਤੀ,0.75,0.0
ਹਦੈਤ,0.0,0.0
ਤਰਾਨਾ,0.25,0.125
ਸਦਾਰਤੀ,0.0,0.25
ਅਰਾਧਣਾ,0.35416666,0.3125
ਮੰਗ,0.0,0.0
ਉਚਿਰ,0.0,0.0
ਪਚਾਉ,0.75,0.0
ਬਹੁਭੁਜ,0.125,0.0
ਮੰਚ,0.0,0.0
ਸ਼ੀਤਕਾਲ,0.328125,0.3846154
ਦਾੜਿਮ,0.0,0.0
ਕੈਨੇਡੀਅਨ_ਡਾਲਰ,0.0,0.0
ਥੱਲੇ,0.125,0.328125
ਅਦਵੈਤ,0.125,0.25
ਚੁਕੈਤੀ,0.0,0.375
ਨੁਸਖਾ,0.26136363,0.0
ਸਿਰਲੇਖ,0.1875,0.3125
ਸਨਾਤਨਵਾਦੀ,0.25,0.125
ਬੁਰੀ_ਭਾਵਨਾ,0.0,0.375
ਆਦਮੀਅਤ,0.375,0.1875
ਕਾਫ਼ੀ,0.125,0.75
ਅਰਾਧਨਾ,0.39285713,0.25
ਉਘੇੜਨਾ,0.125,0.3125
ਭਾਈਵਾਲ,0.125,0.0
ਸਹਿਯਾਤਰੀ,0.0,0.0
ਖੁਸ਼ਾਮਦ,0.5,0.375
ਅਸਿੱਖਿਅਤ,0.21875,0.45833334
ਕ੍ਰਮ-ਸੂਚੀ,0.0,0.0
ਮੱਦ,0.125,0.0
ਕਾਫ਼ਰ,0.0,0.625
ਮੱਤ,0.0625,0.0625
ਯੋਗਦਾਨ,0.42149472,0.18516666
ਕਚਹਿਰੀ,0.125,0.125
ਰਮਦਾਸੀਆ,0.0,0.0
ਸਤਣਾ,0.0,0.25
ਢਹਿੰਦੀਆਂ,0.0,0.25
ਨੌਕਰੀ,0.0,0.125
ਡਾਕੀਆ,0.0,0.0
ਮਾਈਆਂ,0.0,0.0
ਨੱਠਣਾ,0.0,0.0
ਪੈ_ਜਾਣਾ,0.375,0.0
ਗੱਦਾਰੀ,0.3125,0.3125
ਪਥ_ਦਰਸ਼ਕ,0.0,0.0
ਛਾਲਾਂ_ਮਾਰਨਾ,0.375,0.33333334
ਨੁਕਰਾ,0.0,0.0
ਉਚਾਈ,0.21875,0.125
ਝੁਠਿਆਉਣਾ,0.0,0.6875
ਕੇਸਰੀ,0.0,0.0
ਚਬੌੜ,0.0,0.0
ਨਿਵਾਜ਼ਸ਼,0.41666666,0.3125
ਨਿਰਯੋਗ,0.0,0.875
ਅਨੁਰੂਪਤਾ,0.375,0.4375
ਪੱਖਹੀਣਤਾ,0.25,0.25
ਚੁਪਇਆ,0.0,0.0
ਸਮੁਦਾ,0.375,0.0
ਗ਼ਦੂਦ,0.125,0.5416667
ਨਿਰੋਲ,0.4107143,0.43055555
ਮਕਰੰਦ,0.0,0.0
ਪਿੱਟਣਾ,0.25,0.0
ਦਰਯਾ,0.0,0.0
ਥੱਲਾ,0.25,0.35416666
ਪ੍ਰੀਖਿਆ-ਪਰਿਣਾਮ,0.25,0.1875
ਅਰਾਧ,0.35416666,0.3125
ਚਮਚਾ,0.625,0.0
ਲੀਕ_ਹੋਣਾ,0.0,0.0
ਨਿਰੋਗ,0.75,0.0
ਚੰਬਾ_ਜ਼ਿਲਾ,0.0,0.0
ਅਗਵਾੜਾਂ,0.0,0.0
ਅਰਾਮ,0.15,0.4722222
ਏਕੜ,0.0,0.0
ਸਾਤਵਿਕ,0.5625,0.0
ਜਿਮਨਾਸਟਕ,0.0,0.0
ਉਚੇਚ,0.33333334,0.1875
ਮਿਟਾਉਣ_ਵਾਲਾ,0.0,0.75
ਛਾਪੀਦਾ,0.0,0.0
ਰੋਕ_ਲੈਣਾ,0.0,0.375
ਅਪੂਰਵ,0.34375,0.27083334
ਨਿਰੋਧ,0.29166666,0.1875
ਭੂਗੋਲੀ,0.0,0.0
ਸਤਰਕ,0.5,0.5
ਡੁੰਗ,0.125,0.125
ਵਿਕਾਸਸ਼ੀਲ,0.625,0.0
ਨਿਸਦਿਨ,0.0,0.0
ਠੇਕੀਦਾ,0.0,0.0
ਦਰਾਜ,0.1875,0.33333334
ਅਪੂਰਨ,0.5,0.21875
ਢੇਕਾ,0.0,0.5
ਤੱਤਿਆਂ,0.3125,0.25
ਏਕਮ,0.375,0.29166666
ਦਰਿਆ,0.0,0.125
ਅੰਗੂਰੀ,0.31944445,0.3
ਨਿਰੋਆ,0.75,0.0
ਡੁੰਨ,0.625,0.4375
ਸ੍ਵਾਰਥਾਚਾਰ,0.0,0.5
ਢੂੰਡਵਾਨ,0.0,0.0
ਬੰਦਨਾ,0.0,0.0
ਖੁੱਡ,0.2,0.25
ਇਹਸਾਨਮੰਦ,0.375,0.125
ਝੁਕਾਉ,0.29166666,0.175
ਖੁੱਚ,0.0,0.25
ਹਿਣਕਾਰ,0.0,0.0
ਇਕਤਰ,0.0,0.0
ਖੋਜਿਓ,0.0,0.0
ਚੂੰਢੀ,0.125,0.35
ਪਛਤਾ,0.0,0.125
ਘੌਂਸਲਾ,0.125,0.1875
ਉਚੇੜ,0.0,0.5
ਮੁਤਾਸਰ,0.5,0.0
ਅਸਿੱਖਿਅਕ,0.125,0.275
ਖੁੰਬ,0.0,0.0
ਟਾਊਨ,0.0,0.0
ਸਾਮਾਨ,0.0,0.0
ਅਸਤਬਾਜੀ,0.0,0.0
ਵੇਸ਼ਆਲਿਆ,0.25,0.0
ਖੁੰਝ,0.0,0.0
ਹਰਿੰਡ,0.0,0.0
ਚੂੰਡਾ,0.0,0.0
ਖੁੰਘ,0.25,0.45833334
ਤਤਹੜਾ,0.0,0.0
ਰਹਿ,0.0,0.0
ਸਨਮੁਖ,0.75,0.125
ਗੁਣਵਾਚਕ,0.5,0.0
ਕੀਮਤ,0.475,0.1875
ਟਾਇਪ,0.0,0.0
ਬੁਝਣਾ,0.1875,0.375
ਅੱਠਵਾਂ,0.0,0.0
ਟਾਇਮ,0.4,0.375
ਟਾਇਰ,0.0,0.0
ਸੈਨਾਪਤੀ,0.0,0.0
ਸੁਭਾਗਵਤੀ,0.7916667,0.0
ਪਾਇਪ,0.0,0.0
ਦਰਸਾ,0.125,0.5
ਕੀਨਾ,0.375,0.5625
ਅਵਿਗਿਆਨਿਕ,0.0,0.625
ਰਾਇ,0.0,0.0
ਚਮਕੀ,0.0,0.0
ਟਾਈਪ,0.0,0.0
ਬਦਸੂਰਤ,0.4375,0.3125
ਚਮਕਾ,0.39583334,0.16666667
ਸਹੁਰਾ,0.0,0.0
ਵਿਕਰਮਦਿੱਤ,0.0,0.0625
ਟਾਈਮ,0.625,0.0
ਅਰਸਾ,0.125,0.0
ਸਨਮਾਣ,0.41346154,0.25
ਸਜਾਵਟੀ_ਵਸਤੂ,0.125,0.125
ਟਾਈਲ,0.0,0.375
ਸਨਮਾਨ,0.44230768,0.20833333
ਵਿਪਰੀਤਅਰਥਕ,0.0,0.0
ਸਲੰਡਰ,0.0,0.0
ਮਤਭੇਦੀਆ,0.0,0.75
ਚੋਣਵੀਆਂ,0.125,0.0
ਗਰਨੇਡ,0.0,0.0
ਤੇਜੀ_ਨਾਲ,0.375,0.0
ਟੈਟਨਸ,0.0,0.0
ਠੀਪਾ,0.0,0.0
ਨਿਰਵਿਵਾਦ,0.25,0.5
ਵਾਇਰ,0.0,0.0
ਅਸਥਾਪਿਤ,0.5,0.0
ਚਕਚੂੰਧਰ,0.0,0.0
ਨਾਮਣਾ,0.5,0.25
ਵਿਧਾਇਕ,0.0,0.0
ਨਿਰਰਥਕ,0.25,0.375
ਚੁਨਾਉ,0.0,0.0
ਸੁਤ੍ਰਧਾਰ,0.0,0.25
ਰਾਹ,0.125,0.125
ਰੱਸਾ,0.0,0.0
ਖੁੱਲ੍ਹਾ,0.4,0.45238096
ਲੋੜਮੰਦ,0.0,0.1875
ਰਿਣ,0.0,0.9375
ਰਿਮ,0.0,0.0
ਖਬਰਦਾਰ,0.5,0.625
ਹੰਘਾਲ਼,0.0,0.375
ਠਠੇਰਾ,0.0,0.0
ਰਾਏ,0.0,0.0
ਕੁੱਲ੍ਹਾ,0.0,0.0
ਰਾਜ,0.0,0.125
ਆਦਰਸ਼ਕ,0.6666667,0.0
ਰਾਗ,0.375,0.125
ਚਿਣਖਾ,0.21875,0.20833333
ਰਾਖ,0.0,0.0
ਰਿਆ,0.0,0.375
ਸਰੇਸ਼ਠ,0.57954544,0.1875
ਰਾਤ,0.0,0.0
ਸਰੇਸ਼ਟ,0.42857143,0.0
ਹੁਲਸਾਉਣਾ,0.5625,0.25
ਅਣਪੱਥ,0.0,0.125
ਪਾਇਆ,0.0,0.125
ਸੁਸਤੀ,0.2777778,0.28125
ਸਿਰੜੀ,0.6,0.4375
ਚਕੋਣਾ,0.0,0.0
ਗਾਹੁਣਾ,0.2,0.28333333
ਦਰਸਨ,0.19642857,0.35
ਚਿੰਤਨਸ਼ੀਲ,0.4027778,0.125
ਰੁਖ,0.16964285,0.18055555
ਚੋਬਦਾਰੀ,0.0,0.0
ਰੁਕ,0.0,0.0
ਪਛਮੀ,0.0,0.0
ਰੀਲ,0.0,0.0
ਭਾਂਜਵਾਦੀ,0.0,0.1875
ਹਤਾਹਤ,0.125,0.6875
ਤ੍ਰੇਲ,0.0,0.0
ਤਪੀਆ,0.0,0.0
ਰੀਸ,0.0,0.0
ਦੋਸਤਾਨਾ,0.21875,0.16666667
ਗੁਮਾਸ਼ਤਾ,0.5,0.0
ਦੁਪਾਇਆ,0.0,0.125
ਅਠੱਤਰਵਾਂ,0.0,0.0
ਨਾਭਿਕ,0.125,0.0
16,0.0,0.0
19,0.125,0.625
ਐਲਕੋਵ,0.125,0.41666666
ਉਲਟਿਆ,0.375,0.125
ਗਿਟਮਿਟ,0.0,0.0
ਰਿਸ,0.0,0.0
ਕਾਰਬਨ_ਪੇਪਰ,0.0,0.0
ਤ੍ਰੇਈ,0.0,0.0
ਗੰਡੋਆ,0.0,0.0
ਉਲਟਾਓ,0.375,0.125
ਦਰੇਗ,0.0,0.625
ਜਾਗਰੂਕ,0.42857143,0.5
23,0.0,0.0
ਪਰਪੋਸ਼ੀ,0.0,0.375
ਆਰਬਲਾ,0.1875,0.0
ਅੰਬਰੀ,0.0,0.0
28,0.0,0.0
29,0.25,0.0
ਰੂਲ,0.35,0.25
ਐਂਠ,0.25,0.5
ਤਪਾਅ,0.125,0.375
ਰੁਖ਼,0.0,0.0
ਸਖ਼ਾਵਤ,0.35714287,0.75
ਛਲਾਂਗ_ਲਗਾਉਣਾ,0.125,0.375
ਸਥਗਨ,0.125,0.125
ਬਿਸੇਖ,0.5,0.25
ਤਪਾਈ,0.125,0.375
ਸੁਖਮਈ,0.34375,0.33333334
ਨੁਕਤਾ,0.29166666,0.125
ਪੱਤਰਕਾਰ,0.0,0.0
ਬੇਮਜ਼ਾ,0.125,0.5625
ਘਰੂੰਡ,0.0,0.25
ਤਪਾਕ,0.4375,0.625
ਆਇਤਾਕਾਰ,0.125,0.0
ਤ੍ਰੇੜ,0.125,0.375
38,0.0,0.0
ਪੇਸ਼_ਕਰਨਾ,0.0,0.0
ਡੰਡੇਮਾਰ,0.125,0.5625
ਪੁਜਾਰੀ,0.0,0.1875
ਖਰਮਸਤ,0.16666667,0.375
ਨਿਵੇਕਲੇ,0.125,0.5
ਚੁਫੇਰਾ,0.0,0.0
ਤਪਿਆ,0.37037036,0.3482143
ਲਿਸ਼ਕੀ,0.0,0.0
ਤਰਿਪਤੀ,0.0,0.0
ਜਾਗਰਿਤ,0.375,0.3125
ਖੋਜਣਾ,0.22916667,0.20833333
ਚਿੰਘਾੜ,0.125,0.125
ਵਿਆਹਿਆ,0.0,0.0
41,0.0,0.0
ਜ਼ਿਰਾਕਸ,0.3125,0.25
ਬਰਬਡੋਸੀ_ਡਾਲਰ,0.0,0.0
ਰੂਪ,0.25,0.0
ਇਕਦਮ,0.125,0.125
ਸ੍ਵਰਗੀ,0.0,0.0
ਕਾਲ_ਵਾਚਕ,0.0,0.0
46,0.0,0.0
ਮੌਲਿਕ,0.0,0.75
47,0.0,0.0
ਸੁਲਤਾਨੀ,0.41666666,0.125
ਗੀਤਕਾਰ,0.0,0.0
ਮਿੱਟੀ,0.0,0.0
ਅਰੂਪ,0.125,0.33333334
ਨ੍ਹੇਰ,0.3125,0.41666666
ਝਰਨਾਹਟ,0.15625,0.3125
ਭੁਗਤਾ,0.0,0.0
ਲਈਂ,0.0,0.0
ਇਤਿਹਾਸਕਾਰੀ,0.0,0.0
ਸੇਵਾਮੁਕਤ,0.0,0.375
ਵਿਚਰੀਦਾ,0.0,0.125
ਨਿਰਵਿਵੇਕ,0.375,0.4375
ਤੋੜਾ,0.0,0.0
ਟੁੱਟਣਹਾਰ,0.29166666,0.28125
ਅਰੂਜ,0.22916667,0.125
ਦਾਅ-ਪੇਚ,0.0,0.125
ਸਾਰਹੀਣ,0.25,0.34375
ਸੁਖਾਂਤ,0.0,0.0
ਘੋਰੜੂ,0.0,0.0
ਮਨੋਹਰ,0.44642857,0.1875
ਨਿਵੇਕਲਾ,0.125,0.5
ਹਿਣਕਣਾ,0.0,0.0
ਸ਼ੀਰਾ,0.16666667,0.21875
ਨਾਸਮਝੀ,0.29166666,0.5625
ਲਾਲਸਾ,0.32692307,0.2
ਤਾਂਘਵਾਨ,0.4375,0.25
ਲਈਓ,0.0,0.0
ਮਿੱਠਾ,0.0625,0.125
ਨਿਰਾਸ,0.3125,0.5208333
ਖੱਬਚੂ,0.25,0.5833333
ਗੁੜ੍ਹ,0.0,0.0
ਤਹਿਵੀਲ,0.0,0.0
ਉਪਚੱਕਰ,0.0,0.0
55,0.0,0.0
ਤਿਆਗੀ,0.0,0.0
ਇਨਕਸ਼ਾਫ਼,0.0,0.0
ਫੀਲਡ,0.125,0.16666667
ਮਿੱਠੀ,0.4375,0.5
ਚਤੁਰਾਈ,0.27083334,0.0
ਦਰੂਦ,0.125,0.0
ਕਸਰਵੰਦ,0.0,0.625
ਰੂਜ਼,0.0,0.0
ਗਾਲ੍ਹੜ,0.0,0.0
ਖੁੱਲ,0.24038461,0.2767857
ਗਲਪਾਤਮਿਕ,0.0,0.0
ਲੋਕਤੰਤਰਿਕ,0.3125,0.25
ਵਲ਼ਾਵੇਂਦਾਰ,0.125,0.25
60,0.0,0.0
ਬੇਪਸੰਦ,0.0,0.375
ਹਿੰਦੀ,0.0,0.0
ਧਰੋੜੀ,0.0,0.0
ਹਉਮੈਂ,0.3,0.375
ਭੇਟ_ਕਰਨਾ,0.125,0.0
ਅਸ਼ਾਂਤੀ,0.125,0.45833334
66,0.0,0.0
ਲਾ-ਵਾਰਿਸ,0.625,0.6875
ਡੁੱਘ,0.33333334,0.0
ਸੁਕੈਸ਼,0.0,0.0
ਰੇਤ,0.125,0.3
ਡੁੱਚ,0.0,0.25
ਤਪਸੀ,0.0,0.0
ਲੱਦਣਾ,0.14285715,0.0625
ਇਕਤਾਲ਼ੀਆਂ,0.0,0.0
ਤਰਾਕੀ,0.0,0.375
ਡੁੱਡ,0.25,0.5
ਉਣਵਾਂ,0.0,0.0
ਡੱਫਣਾ,0.375,0.0
ਗਰਭ_ਉਪਨਿਸ਼ਦ,0.125,0.0
ਡੁੱਬ,0.0,0.0
ਕਿਰਮਚੀ,0.0,0.0
70,0.0,0.0
ਦੂਰ_ਸਥਾਨ,0.0625,0.25
ਥਰਥਰਾਹਟ,0.125,0.25
ਮੋਰਚਾ,0.0,0.0
ਤਹਿਵਾਰ,0.0,0.0
77,0.0,0.0
ਮੈਂਹ_ਦਾ_ਮਾਸ,0.0,0.0
78,0.0,0.0
ਉੱਲਰਨਾ,0.125,0.125
ਰਿਟੇਲ,0.0,0.0
ਦਰਿਸ਼,0.15,0.375
ਮਾਪਕੀ,0.0,0.25
ਹੁਕਮਨਾਮਾ,0.0,0.0
ਜਿੱਦੀਪੁਣਾ,0.0,0.625
ਸ਼ਾਂਤੀਪੂਰਣ,0.125,0.1875
ਤੰਤਰ_ਸ਼ਾਸਤਰ,0.5,0.25
ਦਰਾੜ,0.125,0.375
ਸਿੱਕੇਬੰਦ,0.225,0.25
ਅਸਥਾਪਨਾ,0.0,0.0
ਸੰਨਿਆਸੀ,0.75,0.0
ਬਰਬਾਦ,0.375,0.375
ਕਾਇਆ_ਕਲਪ,0.1,0.29166666
ਡਡਰੀ,0.125,0.25
ਗੋਸ਼ਪੇਚ,0.125,0.0625
80,0.25,0.125
ਸਪਸ਼ਟਤਾ,0.33333334,0.0
ਕੁਟਲ,0.1875,0.53125
ਰੇੜ,0.4375,0.27083334
ਵਾਚੀ,0.25,0.29166666
ਨਕਲਈ,0.125,0.5
ਮਿੱਤਰ,0.1875,0.0
ਸਤਿਹ,0.21428572,0.3125
ਡਡਾਰ,0.0,0.125
ਤੁਲਾ-ਰਾਸ਼ੀ_ਵਾਲਾ,0.0,0.0
ਮਿੱਤੀ,0.0,0.0
ਤ੍ਰਾਸ,0.2,0.53125
ਤ੍ਰਾਹ,0.125,0.625
ਅਡੰਬਰਤਾ,0.0,0.0
ਸੇਤੂ,0.0,0.0
ਸ਼ੇਖੀ_ਮਾਰਨਾ,0.3125,0.5625
ਅਵੈਧਤਾ,0.0,0.375
ਬੇਤਹਾਸ਼ਾ,0.0,0.375
ਧਾਂਦਲੀ,0.0,0.33333334
ਤਪਾਉਣਾ,0.35714287,0.4140625
ਸੇਤੀ,0.0,0.5
ਰੇਸ,0.125,0.28125
ਦੁਰਭਾਗ,0.0,0.5
ਗੰਡੂਸ਼,0.0,0.0
ਬਿਹਬਲ,0.5,0.125
ਸਿੰਘ_ਰਾਸ਼ੀ_ਵਾਲਾ,0.0,0.0
ਰੈਣ,0.0,0.0
ਤ੍ਰਾਣ,0.0,0.0
ਪ੍ਰਦੁਸ਼ਣ,0.0,0.0
ਕੌਮਪ੍ਰਸਤੀ,0.1875,0.125
ਤ੍ਰਿਆ,0.0,0.0
ਤ੍ਰਾਟ,0.0,0.0
ਸਿਲਵਰ,0.0,0.0
ਗਾਲਣਾ,0.502625,0.39575
ਉਤਸੁਕ,0.5,0.1875
ਨਕਲੀ,0.29166666,0.45833334
ਫਲਰਹਿਤ,0.0,0.375
ਮਿੱਥੀ,0.25,0.375
ਕੈਫ਼ੀਅਤ,0.25,0.25
ਵਿਵੇਚਨ,0.25,0.375
ਰੌਂ,0.25,0.0
ਰੋਡ,0.0,0.0
ਜਣੇਦੀ,0.0,0.0
ਯੋਗ_ਆਸਣ,0.0,0.0
ਰਸਾਇਣਿਕ_ਕਿਰਿਆ,0.0,0.041666668
ਤਿਆਗਨ,0.25,0.375
ਕਾਹਜ਼ਬਾਨ,0.0,0.0
ਗੰਢਣਾ,0.0,0.1875
ਰੋਹ,0.0,0.0
ਪਲਿਹਾ,0.0625,0.3125
ਪੁਚਕਾਰ,0.0,0.3125
ਕਰਾਮਾਤੀ,0.25,0.125
ਅਜ਼ਮਾਇਸ਼,0.20833333,0.125
ਜਿਊਂਦਾ,0.4,0.125
ਖੇਲਣਾ,0.1875,0.25
ਸੰਪੂਰਨ,0.4375,0.125
ਕੈਦਖ਼ਾਨਾ,0.25,0.625
ਅਲਗਰਜ਼,0.25,0.4375
ਵਾਚਕ,0.25,0.29166666
ਨਿਵਾਜਣਾ,0.39285713,0.25
ਸਹਿਨਸ਼ਕਤੀ,0.5,0.25
ਚੁਆਤੀ,0.125,0.0
ਦੁਹਰਾਉਣਾ,0.125,0.375
ਥੱਲੜਾ,0.375,0.45
ਉਦੇਸ਼ਵਾਦੀ,0.0,0.0
ਵਾਚਣ,0.25,0.0
ਰੋਗ,0.0,0.125
ਦੇਖੀਦਾ,0.0,0.0
ਰੋਕ,0.0,0.0
ਸੁਧਬੁਧ,0.0,0.0
ਅਰੋਕ,0.0,0.375
ਅਰੋਗ,0.6666667,0.0
ਨਿਸ਼ਚੇਪੂਰਵਕ,0.29166666,0.5
ਅੱਯਾਸ਼,0.5,0.0
ਨਾਲਾਇਕ,0.25,0.44791666
ਹਮਾਇਤੀ,0.75,0.0
ਉਤਸ਼ਾਹਪੂਰਨ,0.375,0.0625
ਪਾਗਲ,0.33333334,0.21875
ਤਾਂਬਾ,0.0,0.0
ਇਕਮਤ,0.3,0.20833333
ਸੰਪੂਰਕ,0.0,0.0
ਤਮੋਗੁਣ,0.0,0.8125
ਸਟਰਲਿੰਗ_ਪਾਉਂਡ_ਕਵਿਡ,0.0,0.0
ਕਬੂਲਣਾ,0.25,0.0
ਗੈਂਗ,0.0,0.0
ਫਲੋਪ_ਹੋਣਾ,0.22916667,0.09375
ਵਾਕਫ਼,0.375,0.25
ਛੰਡਵਾਉਣਾ,0.0,0.0
ਹਿੰਮਤ,0.28125,0.25
ਸੈਂਟ,0.5,0.3125
ਨਾਜਾਇਜ਼,0.24159999,0.5993846
ਸਹੇੜਨਾ,0.0,0.0
ਖਿਲਾਉਣਾ,0.125,0.0
ਛੋਟਾ_ਦੀਪ,0.0,0.0
ਪੂਰੀ_ਤਰ੍ਹਾਂ_ਨਾਲ,0.125,0.125
ਫਿੱਟ_ਕਰਨਾ,0.0,0.0
ਬੇਮਤਲਬ,0.25,0.25
ਲੂਹੀਦਾ,0.25,0.25
ਝੱਖਮਾਰ,0.375,0.51785713
ਨਜੁੰਦਰ,0.375,0.125
ਦਰੋਗ,0.125,0.375
ਮੋਇਆ,0.0,0.75
ਭੈਂਸ,0.0,0.0
ਚਲਾਣਾ,0.26785713,0.2840909
ਪੁਰਗਾਲਵਾਸੀ,0.0,0.0
ਤਕੜੀਆਂ,0.375,0.125
ਮਿੱਥੇ,0.25,0.375
ਕੀਟਾਣੂੰ,0.083333336,0.21875
ਅਕਾਦਮੀ,0.125,0.125
ਟਾਕੀ,0.0,0.125
ਜਣੇਪਾ,0.0,0.0
ਲਾਲੀਏ,0.0,0.0
ਹਥਿਆਰਸਾਜ਼ੀ,0.125,0.0
ਰਮਤਾ,0.0,0.875
ਖੱਟੀਦਾ,0.0,0.0
ਵਾਕਫ,0.375,0.25
ਪਾਕਿ,0.0,0.0
ਪਾਕੀ,0.0,0.0
ਹੋਂਦ,0.25,0.125
ਕਛਰਾਲ਼ੀ,0.0,0.875
ਸ਼ੀਸ਼ਾ,0.0,0.0
ਸਤਹੀ,0.125,0.25
ਹਿਕਮਤੀ,0.45833334,0.0
ਕੇਂਦਰੀ_ਭਵਨ,0.125,0.0
ਕਨਾਰੀ,0.0,0.0
ਅਫ਼ਸੋਸ,0.3125,0.53125
ਅੰਬਾਰ,0.0,0.0
ਅਣਉਪਯੁਕਤ,0.125,0.5833333
ਇਮਾਨਦਾਰੀ,0.5416667,0.275
ਫਲਦਾਇਕ,0.5,0.125
ਭੇਟਾ,0.29166666,0.3125
ਟਹਿਲ-ਸੇਵਾ,0.4375,0.21875
ਮਰੂਸੀ,0.0,0.0
ਜ਼ੇਰਾਕਸ-ਕਾਪੀ,0.3125,0.25
ਆਰਟ_ਗੈਲਰੀ,0.0,0.0
ਚੁਆਨੀ,0.0625,0.0
ਅੰਬਿਆ,0.25,0.5
ਅਰੋਪ,0.125,0.0
ਤਰਿਪਤ,0.33333334,0.375
ਮਸ਼ਵਰਾ,0.0,0.0
ਬਦਰੰਗ,0.0,0.0
ਖੁਟੜਾ,0.25,0.275
ਅਣਹੋਂਦਾ,0.125,0.625
ਚੀਥੜਾ,0.0,0.0
ਮਾਦਾ-ਬਾਘ,0.0,0.0
ਹੌਲੀ,0.0,0.0
ਧਰਮਹੀਣ,0.20833333,0.4375
ਅੱਤਵਾਦੀ,0.0,0.0
ਅਨੰਦਮਈ,0.20833333,0.5833333
ਕਬੂਤਰ-ਮਾਸ,0.0,0.0
ਯੱਗ,0.125,0.20833333
ਹੌਲ਼ਾ,0.31578946,0.4107143
ਨਿਚੱਲੇ,0.0,0.0
ਤਵੱਜੋ,0.41666666,0.125
ਸੁਕੜੰਜ,0.0,0.0
ਘੌਲ਼ੀ,0.21875,0.45833334
ਭੁਗਤਉਣਾ,0.16666667,0.0
ਹੌਲ਼ੀ,0.3125,0.375
ਰੋੜ੍ਹੀਦਾ,0.0,0.0
ਤੰਤਰ-ਸ਼ਾਸਤਰ,0.5,0.25
ਸੰਜੀਵਨੀ,0.25,0.0
ਸਾਇੰਸਦਾਨਾ,0.0,0.0
ਕੱਲ੍ਹ,0.0,0.125
ਚੈਂਪੀਅਨ,0.375,0.0
ਲਿਖਨਾ,0.0,0.0
ਲਕਸ਼,0.0,0.0
ਸਿਮਰਤੀ,0.375,0.125
ਨਹੀਂ,0.0,0.41666666
ਚੁਲਬੁਲਾਪਣ,0.41666666,0.3125
ਲਖਣ,0.0,0.0
